pl,slug
relikt meso p17,meso_p17_relic
relikt meso v13,meso_v13_relic
relikt lith g14,lith_g14_relic
relikt lith n18,lith_n18_relic
relikt lith d7,lith_d7_relic
arkanum wytrwałości,arcane_persistence
arkanum ekspertyzy,arcane_expertise
arkanum przejęcia,arcane_circumvent
bastion broni głównej,primary_bulwark
przesilenie broni głównej,primary_overcharge
napromieniowanie broni bocznej,secondary_irradiate
arkanum rozkładu,primary_debilitate
arkanum skupienia,arcane_concentration
zimna fuzja broni białej,melee_careen
mroczna iglica,harrowing_spire
relikt lith l7,lith_l7_relic
arena nicości roathe'a,roathes_oblivion_arena
scena: pokój leona,lyons_room_scene
scena: pokój marii,maries_room_scene
scena: la cathédrale,la_cathédrale_scene
scena: grań boro,boro_overlook_scene
scena: działo makvos,makvos_cannon_scene
scena: zasiewniki,world_seeder_scene
scena: manifestacja perity,trauma_manifestation_arena
scena: fort tennadis,fort_tennadis_scene
ubri-kaneph,ubri_kaneph
sey-taph,sey_taph
lashta-vak,lashta_vak
empazu-shol,empazu_shol
metem-erun,metem_erun
da-ren,da_ren
ulashta-shol,ulashta_shol
sil-tabol,sil_tabol
evir-ti,evir_ti
yar dal,yar_dal
metem-hakh,metem_hakh
kaal-zidi,kaal_zidi
vikla-safor,vikla_safor
talsek-an,talsek_an
esti vel-ikha,esti_vel_ikha
hok-kaal,hok_kaal
omn-evi,omn_evi
lorun-tash,lorun_tash
vik-anam,vik_anam
hayan-dabor,hayan_dabor
relikt przednia straż c1,vanguard_c1_relic
relikt przednia straż p1,vanguard_p1_relic
relikt przednia straż m1,vanguard_m1_relic
relikt przednia straż e1,vanguard_e1_relic
jadowity magazynek prime,primed_venomous_clip
zid-an sek-eel,zid-an-sek-eel
zid-an asheir,zid-an-asheir
zid-an uskos,zid-an-uskos
zid-an haras,zid-an-haras
zid-an osbok,zid-an-osbok
taśma amunicyjna prime,primed_ammo_chain
