uk,slug
некрамех-авіатор,necramech_aviator
аятана-скульптура «гемакара»,ayatan_hemakara_sculpture
парні декуріони-призма,prisma_dual_decurions
цедо: ствол,cedo_barrel
цедо: ствольна коробка,cedo_receiver
цедо (комплект),cedo_set
міраж-прайм: каркас (кресленик),mirage_prime_chassis_blueprint
коґаке-прайм (кресленик),kogake_prime_blueprint
напад шершня,hornet_strike
сибаріс-прайм: ложе,sybaris_prime_stock
рудний погляд,ore_gaze
наступ чатового,vigilante_offense
маґус «наповнення»,magus_replenish
синергія мисливця,hunter_synergy
гострі пір’їни,slicing_feathers
братон-вандал: ствольна коробка,braton_vandal_receiver
братон-вандал: ложе,braton_vandal_stock
особливе цвітіння,peculiar_bloom
хрома-прайм (комплект),chroma_prime_set
відбиток: куброу ракса,raksa_kubrow_imprint
рубіко-прайм (комплект),rubico_prime_set
ґрам-прайм (кресленик),gram_prime_blueprint
засідка,ambush
панорама: палати ганго,hunhows_chamber_scene
панорама: луа — камера стримування,lua_containment_scene
панорама: срібний гай — святилище,silver_grove_shrine_scene
синтетичні рефлекси,synth_reflex
синтетичне розщеплення,synth_deconstruct
принеси!,fetch
поліпшені технології,tek_enhance
руйнівне погромище,crashing_havoc
спіра-прайм: кисет,spira_prime_pouch
транзисторний щит,transistor_shield
напір набоїв,shell_rush
шив (кресленик),sheev_blueprint
шив: ефес,sheev_hilt
банші-прайм (комплект),banshee_prime_set
вобан-прайм (комплект),vauban_prime_set
вальс меси,mesas_waltz
фраґор-прайм (кресленик),fragor_prime_blueprint
піски інара,sands_of_inaros
фраґор-прайм: руків’я,fragor_prime_handle
вобан-прайм: системи (кресленик),vauban_prime_systems_blueprint
розсіяне пекло,scattering_inferno
косаш: руків’я,kaszas_handle
заряд тесли,tesla_bank
кероване опудало,guided_effigy
тривалий завіт,lasting_covenant
наступ лезокрилів,razorwing_blitz
маґус «хмара»,magus_cloud
помста,revenge
спотворене накопичення,corrupt_charge
рівновага,equilibrium
носій-прайм: мозок,carrier_prime_cerebrum
останній передвісник,final_harbinger
берстон-прайм (комплект),burston_prime_set
локі-прайм (комплект),loki_prime_set
нова-прайм (комплект),nova_prime_set
нікс-прайм (комплект),nyx_prime_set
сома-прайм (комплект),soma_prime_set
сіпання,twitch
отруйне вознесіння,venomous_rise
адреналіновий викид,adrenaline_boost
постріл наосліп,blind_shot
перемикач,kill_switch
зарина-прайм: каркас (кресленик),saryn_prime_chassis_blueprint
боєприпаси мисливця,hunter_munitions
тіберон-прайм: ствольна коробка,tiberon_prime_receiver
метеоритні боєприпаси,meteor_munitions
містичне пришвидшення,arcane_acceleration
шукач віщуна,augur_seeker
миттєва перерва,momentary_pause
вічна війна,eternal_war
болтор-прайм: ствол,boltor_prime_barrel
поспіх гладіатора,gladiator_rush
бадьорість чатового,vigilante_vigor
братон-прайм: ствольна коробка,braton_prime_receiver
надзаряджені виявлячі,overcharge_detectors
огляд,overview
трофейне вбивство,prize_kill
