ru,slug
фрагор прайм (чертеж),fragor_prime_blueprint
пески инароса,sands_of_inaros
фрагор прайм: рукоять,fragor_prime_handle
вобан прайм: система (чертеж),vauban_prime_systems_blueprint
разброс инферно,scattering_inferno
косаш: рукоять,kaszas_handle
батарея тесла,tesla_bank
управляемый образ,guided_effigy
нерушимый завет,lasting_covenant
блиц бритвокрыла,razorwing_blitz
облако волхва,magus_cloud
месть,revenge
разлагающий заряд,corrupt_charge
равновесие,equilibrium
носитель прайм: мозг,carrier_prime_cerebrum
предвестник конца,final_harbinger
бёрстон прайм: комплект,burston_prime_set
локи прайм: комплект,loki_prime_set
нова прайм: комплект,nova_prime_set
никс прайм: комплект,nyx_prime_set
сома прайм: комплект,soma_prime_set
рывок,twitch
ядовитый восход,venomous_rise
выброс адреналина,adrenaline_boost
слепящий выстрел,blind_shot
выключатель,kill_switch
сарина прайм: каркас (чертеж),saryn_prime_chassis_blueprint
боеприпасы охотника,hunter_munitions
тайберон прайм: приёмник,tiberon_prime_receiver
метеоритные боеприпасы,meteor_munitions
мистическое ускорение,arcane_acceleration
искатель предвестника,augur_seeker
мгновенная пауза,momentary_pause
вечная война,eternal_war
болтор прайм: ствол,boltor_prime_barrel
спешка гладиатора,gladiator_rush
карательная биоэнергия,vigilante_vigor
брэйтон прайм: приёмник,braton_prime_receiver
детекторы избытка,overcharge_detectors
обзор,overview
наградное убийство,prize_kill
быстрая зарядка,quick_charge
мутатор прайм: винтовка,primed_rifle_ammo_mutation
режущие боеприпасы,razor_munitions
мистический арахнид,arcane_arachne
мистический момент,arcane_momentum
мистическая точность,arcane_precision
спокойствие и безумство,calm_and_frenzy
смиренная провокация,peaceful_provocation
сарина прайм: система (чертеж),saryn_prime_systems_blueprint
маяк дельта,delta_beacon
никана прайм (чертеж),nikana_prime_blueprint
исцеление,recover
никана прайм: клинок,nikana_prime_blade
пирокластерный поток,pyroclastic_flow
проводящее лезвие,conductive_blade
зефир прайм: нейрооптика (чертеж),zephyr_prime_neuroptics_blueprint
зефир прайм: комплект,zephyr_prime_set
скрежещущий гидролик,gnashing_payara
кронен прайм (чертеж),kronen_prime_blueprint
тайберон прайм: ствол,tiberon_prime_barrel
кронен прайм: клинок,kronen_prime_blade
ветер чистоты,winds_of_purity
возмездие,retribution
живая нить,live_wire
ивара прайм: комплект,ivara_prime_set
фрагмент теоремы,proof_fragment
усиленный колчан,empowered_quiver
ненасытность,insatiable
стремительная смена,vigorous_swap
анемичная ловкость,anemic_agility
защитный перекат,rolling_guard
пламя выстрела,muzzle_flash
сцена: лесная насосная станция гринир,grineer_forest_water_pump_scene
мощь эксодии,exodia_might
мстительная правда,avenging_truth
мираж прайм: нейрооптика (чертеж),mirage_prime_neuroptics_blueprint
сцена: пристанище тешина,teshins_refuge_scene
баллистика прайм: верхнее плечо,ballistica_prime_upper_limb
двойные патроны,dual_rounds
