ko,slug
듀얼 조런 프라임 세트,dual_zoren_prime_set
듀얼 조런 프라임 설계도,dual_zoren_prime_blueprint
듀얼 조런 프라임 핸들,dual_zoren_prime_handle
듀얼 조런 프라임 블레이드,dual_zoren_prime_blade
라보스 프라임 세트,lavos_prime_set
라보스 프라임 설계도,lavos_prime_blueprint
라보스 프라임 뉴로옵틱스 설계도,lavos_prime_neuroptics_blueprint
라보스 프라임 섀시 설계도,lavos_prime_chassis_blueprint
라보스 프라임 시스템 설계도,lavos_prime_systems_blueprint
액시 p9 성유물,axi_p9_relic
액시 m6 성유물,axi_m6_relic
액시 z2 성유물,axi_z2_relic
액시 f3 성유물,axi_f3_relic
액시 p8 성유물,axi_p8_relic
네오 d9 성유물,neo_d9_relic
네오 t9 성유물,neo_t9_relic
네오 x1 성유물,neo_x1_relic
네오 c6 성유물,neo_c6_relic
메소 a8 성유물,meso_a8_relic
리스 s16 성유물,lith_s16_relic
리스 a7 성유물,lith_a7_relic
리스 q1 성유물,lith_q1_relic
리스 l5 성유물,lith_l5_relic
메소 p15 성유물,meso_p15_relic
바이오틱 라운즈,biotic_rounds
레디드 가스,leaded_gas
리스 s17 성유물,lith_s17_relic
메소 s15 성유물,meso_s15_relic
메소 m5 성유물,meso_m5_relic
네오 n19 성유물,neo_n19_relic
네오 s19 성유물,neo_s19_relic
액시 n12 성유물,axi_n12_relic
웜 어웨이,worm_away
트로잔 트래커,trojan_tracker
소프트 세이프,soft_safe
안티 v,anti_v
바이트라이트,byteryte
킵-클린,keep_clean
드라이브 더스터,drive_duster
컴퓨터 캅,computer_cop
퀵 코렉트,quick_correct
이뮤노 실드,immuno_shield
인스턴트 시큐어,instant_secure
쓰렛 블로커,threat_blocker
터보 프로텍트,turbo_protect
테크노사이트 코다 스타디움 배경,technocyte_coda_stadium_scene
카타클리즈믹 게이트,cataclysmic_gate
오미쿠지 포츈,omikujis_fortune
컨덕티브 스피어,conductive_sphere
퓨즈드 크루시블,fused_crucible
아케인 이스케이피스트,arcane_escapist
아케인 핫 샷,arcane_hot_shot
아케인 유니버설 폴아웃,arcane_universal_fallout
라이엇-848 세트,riot_848_set
라이엇-848 배럴 설계도,riot_848_barrel
라이엇-848 리시버 설계도,riot_848_receiver
라이엇-848 스톡 설계도,riot_848_stock
퍼게이터 1 세트,purgator_1_set
퍼게이터 1 배럴,purgator_1_barrel
퍼게이터 1 리시버,purgator_1_receiver
퍼게이터 1 스톡,purgator_1_stock
efv-5 주피터 세트,efv_5_jupiter_set
efv-5 주피터 배럴,efv_5_jupiter_barrel
efv-5 주피터 리시버,efv_5_jupiter_receiver
efv-5 주피터 스톡,efv_5_jupiter_stock
efv-8 마스 세트,efv_8_mars_set
efv-8 마스 배럴,efv_8_mars_barrel
efv-8 마스 리시버,efv_8_mars_receiver
efv-8 마스 스톡,efv_8_mars_stock
듀얼 비시스 세트,dual_viciss_set
듀얼 비시스 블레이드,dual_viciss_blade
듀얼 비시스 힐트,dual_viciss_hilt
프라임드 스테디 핸즈,primed_steady_hands
프라임드 스테빌라이저,primed_stabilizer
프라임드 카운터밸런스,primed_counterbalance
리스 a8 성유물,lith_a8_relic
리스 q2 성유물,lith_q2_relic
리스 y1 성유물,lith_y1_relic
리스 z4 성유물,lith_z4_relic
메소 k7 성유물,meso_k7_relic
메소 p16 성유물,meso_p16_relic
네오 a14 성유물,neo_a14_relic
네오 d10 성유물,neo_d10_relic
네오 g9 성유물,neo_g9_relic
액시 n13 성유물,axi_n13_relic
액시 v12 성유물,axi_v12_relic
액시 y1 성유물,axi_y1_relic
야렐리 프라임 세트,yareli_prime_set
야렐리 프라임 설계도,yareli_prime_blueprint
야렐리 프라임 뉴로옵틱스 설계도,yareli_prime_neuroptics_blueprint
야렐리 프라임 섀시 설계도,yareli_prime_chassis_blueprint
야렐리 프라임 시스템 설계도,yareli_prime_systems_blueprint
다이큐 프라임 세트,daikyu_prime_set
다이큐 프라임 설계도,daikyu_prime_blueprint
다이큐 프라임 로워 림,daikyu_prime_lower_limb
다이큐 프라임 어퍼 림,daikyu_prime_upper_limb
다이큐 프라임 그립,daikyu_prime_grip
다이큐 프라임 스트링,daikyu_prime_string
콤프렛사 프라임 세트,kompressa_prime_set
콤프렛사 프라임 설계도,kompressa_prime_blueprint
콤프렛사 프라임 배럴,kompressa_prime_barrel
콤프렛사 프라임 리시버,kompressa_prime_reciever
액시 c9 성유물,axi_c9_relic
홀바니아 붕괴된 지하 배경,höllvanian_collapsed_underground_scene
라보의 놀이터 배경,lavos_playplace_scene
홀바니아 지하철 교차점 배경,höllvanian_subway_junction_scene
리스 t13 성유물,lith_t13_relic
리스 a9 성유물,lith_a9_relic
메소 r6 성유물,meso_r6_relic
네오 p8 성유물,neo_p8_relic
액시 b9 성유물,axi_b9_relic
메소 t8 성유물,meso_t8_relic
리스 m10 성유물,lith_m10_relic
페인 포인트,pain_points
스폰테이너스 싱귤래리티,spontaneous_singularity
볼래틸 레컴펜스,volatile_recompense
프리즈매틱 컴패니언,prismatic_companion
레이저 몰타,razor_mortar
제이드 저지먼트,jades_judgment
프라임드 스마이트 더 머머,primed_smite_the_murmur
조각난 자 아레나 배경,octopede_arena_scene
섬을 엮는 자 구름 섬 배경,isleweaver_cloud_islet_scene
섬을 엮는 자 떠다니는 산호섬 배경,isleweaver_drift_atoll_scene
학자의 도래지 배경,scholars_landing_scene
두비리 알현실 배경,duviri_throne_room_scene
솔스티스 광장 무대 배경,solstice_square_stage_scene
쿨레르보의 요새 배경,kullervos_hold_scene
프라임드 익스펠 더 머머,primed_expel_the_murmur
프라임드 클렌즈 더 머머,primed_cleanse_the_murmur
칼리반 프라임 세트,caliban_prime_set
칼리반 프라임 설계도,caliban_prime_blueprint
칼리반 프라임 뉴로옵틱스 설계도,caliban_prime_neuroptics_blueprint
칼리반 프라임 섀시 설계도,caliban_prime_chassis_blueprint
칼리반 프라임 시스템 설계도,caliban_prime_systems_blueprint
바다르야 프라임 세트,vadarya_prime_set
바다르야 프라임 설계도,vadarya_prime_blueprint
바다르야 프라임 배럴,vadarya_prime_barrel
바다르야 프라임 리시버,vadarya_prime_receiver
바다르야 프라임 스톡,vadarya_prime_stock
베나토 프라임 세트,venato_prime_set
베나토 프라임 설계도,venato_prime_blueprint
베나토 프라임 블레이드,venato_prime_blade
베나토 프라임 핸들,venato_prime_handle
액시 y2 성유물,axi_o7_relic
액시 c10 성유물,axi_c10_relic
액시 v13 성유물,axi_v13_relic
액시 s18 성유물,axi_s18_relic
네오 a15 성유물,neo_a15_relic
메소 g9 성유물,meso_g9_relic
메소 v12 성유물,meso_v12_relic
메소 v11 성유물,meso_v11_relic
메소 l3 성유물,meso_l3_relic
리스 k12 성유물,lith_k12_relic
리스 a10 성유물,lith_a10_relic
리스 e2 성유물,lith_e2_relic
리스 o4 성유물,lith_o4_relic
리스 n17 성유물,lith_n17_relic
리스 c13 성유물,lith_c13_relic
헬민스 차저 임프린트,helminth_charger_imprint
프라임드 베인 오브 더 머머,primed_bane_of_the_murmur
링거링 트랜스뮤테이션,lingering_transmutation
언타임 리프트,untime_rift
타로스 리썰리티,tharros_lethality
리버스 로터스웰,reverse_rotorswell
아야탄 챠트라카 조각상,ayatan_chattraka_sculpture
지하 광산 전방 기지 배경,deepmines_forward_base_scene
지하 광산 배경,deepmines_scene
지하 광산 동굴 배경,deepmines_caves_scene
지하 광산 연구소 배경,deepmines_lab_scene
• 지하 광산 영양 처리 시설 배경,deepmines_nutrient_plant_scene
다섯 개의 운명 배경,five_fates_scene
스승 도장 배경,the_teacher_dojo_scene
스승 지구 배경,the_teacher_earth_scene
스승 리액터 배경,the_teacher_reactor_scene
스승 함선 배경,the_teacher_ship_scene
페큘리어 엔드,peculiar_end
드레드풀 킬샷,dreadful_killshot
액시 s19 성유물,axi_s19_relic
액시 w4 성유물,axi_w4_relic
네오 h4 성유물,neo_h4_relic
메소 g10 성유물,meso_g10_relic
리스 f3 성유물,lith_f3_relic
리스 l6 성유물,lith_l6_relic
네크로페이직 비거,necrophagic_vigor
자이어 프라임 세트,gyre_prime_set
자이어 프라임 설계도,gyre_prime_blueprint
자이어 프라임 뉴로옵틱스 설계도,gyre_prime_neuroptics_blueprint
자이어 프라임 섀시 설계도,gyre_prime_chassis_blueprint
자이어 프라임 시스템 설계도,gyre_prime_systems_blueprint
알터녹스 프라임 세트,alternox_prime_set
알터녹스 프라임 설계도,alternox_prime_blueprint
알터녹스 프라임 배럴,alternox_prime_barrel
알터녹스 프라임 리시버,alternox_prime_receiver
알터녹스 프라임 스톡,alternox_prime_stock
케스트렐 프라임 세트,kestrel_prime_set
케스트렐 프라임 설계도,kestrel_prime_blueprint
케스트렐 프라임 그립,kestrel_prime_grip
케스트렐 프라임 블레이드,kestrel_prime_blade
액시 t13 성유물,axi_t13_relic
액시 a20 성유물,axi_a20_relic
네오 t10 성유물,neo_t10_relic
네오 o3 성유물,neo_o3_relic
네오 c7 성유물,neo_c7_relic
네오 p9 성유물,neo_p9_relic
네오 k9 성유물,neo_k9_relic
메소 x1 성유물,meso_x1_relic
메소 a9 성유물,meso_a9_relic
메소 y1 성유물,meso_y1_relic
메소 v14 성유물,meso_v14_relic
메소 p17 성유물,meso_p17_relic
메소 v13 성유물,meso_v13_relic
리스 g14 성유물,lith_g14_relic
리스 n18 성유물,lith_n18_relic
리스 d7 성유물,lith_d7_relic
아케인 퍼시스턴스,arcane_persistence
아케인 엑스퍼티즈,arcane_expertise
아케인 서컴벤트,arcane_circumvent
프라이머리 불워크,primary_bulwark
프라이머리 오버차지,primary_overcharge
세컨더리 이레디에이트,secondary_irradiate
프라이머리 디빌리테이트,primary_debilitate
아케인 컨센트레이션,arcane_concentration
밀리 커린,melee_careen
해로잉 스파이어,harrowing_spire
리스 l7 성유물,lith_l7_relic
로스의 망각의 아레나,roathes_oblivion_arena
리온의 방 배경,lyons_room_scene
마리의 방 배경,maries_room_scene
la cathédrale 배경,la_cathédrale_scene
보로 고지대 배경,boro_overlook_scene
마크보스 대공포 배경,makvos_cannon_scene
세계 파종기 배경,world_seeder_scene
페리타 발현 배경,trauma_manifestation_arena
테나디스 요새 배경,fort_tennadis_scene
유브리-카네프,ubri_kaneph
세이-타프,sey_taph
라슈타-바크,lashta_vak
엠파주-숄,empazu_shol
메템-에룬,metem_erun
다-렌,da_ren
울라슈타-숄,ulashta_shol
실-타볼,sil_tabol
에비르-티,evir_ti
야르 달,yar_dal
메템-하크,metem_hakh
칼-지디,kaal_zidi
비클라-사포르,vikla_safor
탈세크-안,talsek_an
에스티 벨-이크하,esti_vel_ikha
호크-칼,hok_kaal
옴-에비,omn_evi
로룬-타쉬,lorun_tash
비크-아남,vik_anam
하얀-다보르,hayan_dabor
선발대 c1 성유물,vanguard_c1_relic
선발대 p1 성유물,vanguard_p1_relic
선발대 m1 성유물,vanguard_m1_relic
선발대 e1 성유물,vanguard_e1_relic
프라임드 베노머스 클립,primed_venomous_clip
지드-안 세크-일,zid-an-sek-eel
지드-안 아시르,zid-an-asheir
지드-안 우스코스,zid-an-uskos
지드-안 하라스,zid-an-haras
지드-안 오스보크,zid-an-osbok
프라임드 애모 체인,primed_ammo_chain
